"X1" "X2" "X3" "X5" "Y"
"1" 0.31 0.492276494416509 0.50526519693935 0.451148010575325 0.4
"2" 0 0.495324994247915 0.377627898502022 0.341052551797898 0.4
"3" 0.15 0.45959749294132 0.532353056098812 0.363514289874458 0.4
"4" 0.74 0.526649533958401 0.349252343501141 0.556023672194513 0.8
"5" 0.02 0.452526296751595 0.156012853438209 0.73311513708759 0.8
"6" 0 0.489191042172542 0.193239490062932 0.770615394116865 0.6
"7" 0.23 0.489191042172542 0.226075710690587 0.225190363494802 0.6
"8" 0.49 0.448915644816196 0.815309973383682 0.694968292138976 0.6
"9" 0.22 0.476461054975802 0.671648955794631 0.295433158327644 0.6
"10" 0 0.47317653594021 0.475259311830122 0.636485710125542 0.4
"11" 0.49 0.448915644816196 0.493647447018637 0.295433158327644 0.2
"12" 0.36 0.430051705544084 0.062209220892965 0.636485710125542 0.8
"13" 0.13 0.498337416311069 0.306277345408225 0.201271620296605 0.6
"14" 0.42 0.732174422246701 0.156012853438209 0.272265803215204 0.6
"15" 0.33 0.463060766684735 0.658828965924431 0.152644120044473 0.4
"16" 0.33 0.422096473932327 0.339113566035881 0.73311513708759 0.8
"17" 0 0.312752719267195 0.634869449424565 0.675645355365245 0.4
"18" 0.56 0.647956568332546 0.156012853438209 0.714123928659519 0.6
"19" 0.22 0.445253039274437 0.29441233546774 0.451148010575325 0.4
"20" 0.64 0.590322901031266 0.455572147169241 0.879446949862348 0.6
"21" 0.31 0.448915644816196 0.175247076238259 0.451148010575325 0.6
"22" 0.68 0.363267749537015 1 0.843761302077505 0.8
"23" 0.3 0.430051705544084 0.255448710955897 0.385750278019976 0.6
"24" 0.25 0.581837225479747 0.434388366396273 0.341052551797898 0.4
"25" 0.17 0.430051705544084 0.306277345408225 0.504207200859912 0.8
"26" 0.03 0.479703731865582 0.113037855345294 0.825700285883968 0.4
"27" 0.22 0.479703731865582 0.499516835471157 0.295433158327644 0.4
"28" 0.29 0.504257373675664 0.61255469081645 0.596620447849961 0.4
"29" 0.02 0.437765832052824 0.0887803317042587 0.272265803215204 0.4
"30" 0.37 0.73336668060193 0.689837077352169 0.152644120044473 0.6
"31" 0.73 0.433937990092748 0.28201982176719 0.636485710125542 0.6
"32" 0.27 0.437765832052824 0.475259311830122 0.789129830170016 0.6
"33" 0.18 0.445253039274437 0.403380254968534 0.201271620296605 0.6
"34" 0.24 0.495324994247915 0.135352613953408 0.535442480085187 0.6
"35" 0.41 0.476461054975802 0.462290198846435 0.897076223992411 0.8
"36" 0.02 0.456086448400453 0.255448710955897 0.201271620296605 0.2
"37" 0.53 0.463060766684735 0.226075710690587 0.789129830170016 0.8
"38" 0.49 0.498337416311069 0.493647447018637 0.914566134814359 0.6
"39" 0.04 0.636035815846667 0.674763911709416 0.248853286354246 0.4
"40" 0.26 0.566270569274494 0.561726056364122 0.429562842318966 0.4
"41" 0.35 0.507166510408336 0.680891315593603 0.248853286354246 0.4
"42" 0.13 0.469849080800362 0.255448710955897 0.407765008882722 0.4
"43" 0.46 0.476461054975802 0.426953641691966 0.931918868453187 1
"44" 0.46 0.57305888339012 0.255448710955897 0.493696671842371 0.4
"45" 0.49 0.507166510408336 0.720381447634965 0.596620447849961 0.4
"46" 0.46 0.57305888339012 0.0328362206276554 0.576415173199231 0.6
"47" 0.23 0.566270569274494 0.655529688909366 0.225190363494802 0.4
"48" 0.43 0.469849080800362 0.668498801893054 0.407765008882722 0.6
"49" 0.1 0.515699600823265 0.499516835471157 0.272265803215204 0.6
"50" 0.08 0.452526296751595 0.386478980125864 0.714123928659519 0.6
"51" 0.42 0.634286347149292 0.499516835471157 0.363514289874458 0
"52" 0.48 0.610376312998095 0.0887803317042587 1 0.6
"53" 0.55 0.486067730674623 0.592489511651527 0.556023672194513 0.8
"54" 0.24 0.526649533958401 0.462290198846435 0.73311513708759 0.6
"55" 0.34 0.426105166126283 0.317657931848862 0.73311513708759 0.8
"56" 0.44 0.422096473932327 0.426953641691966 0.385750278019976 0.6
"57" 0.71 0.594461962853413 0.175247076238259 0.751944716250348 0.8
"58" 0.47 0.422096473932327 0.349252343501141 0.556023672194513 0.6
"59" 0.33 0.482905619284322 0.805794180879382 0.272265803215204 0.4
"60" 0 0.486067730674623 0.455572147169241 0.556023672194513 0.4
"61" 0.24 0.504257373675664 0.349252343501141 0.429562842318966 0.4
"62" 0.51 0.549689575291391 0.29441233546774 0.407765008882722 0.6
"63" 0.24 0.504257373675664 0.683905243910248 0.341052551797898 0.4
"64" 0.06 0.476461054975802 0.50526519693935 0.363514289874458 0.6
"65" 0.48 0.539706072442362 0.692756325534089 0.272265803215204 0.4
"66" 0.19 0.523955893018287 0.600689680875965 0.385750278019976 0.6
"67" 0.24 0.747254489642413 0.175247076238259 0.152644120044473 0.6
"68" 0.34 0.363267749537015 0 0.596620447849961 0.8
"69" 0.04 0.441536963153029 0.135352613953408 0.556023672194513 0.6
"70" 0.37 0.785848613136882 0.570867388564954 0.225190363494802 0.4
"71" 0.07 0.539706072442362 0.29441233546774 0.295433158327644 0.4
"72" 0.55 0.456086448400453 0.306277345408225 0.576415173199231 0.6
"73" 0.48 0.433937990092748 0.062209220892965 0.576415173199231 0.6
"74" 0.36 0.486067730674623 0.481524421646484 0.201271620296605 0.4
"75" 0.39 0.47317653594021 0.156012853438209 0.596620447849961 0.6
"76" 0.05 0.510042774836001 0.386478980125864 0.385750278019976 0.4
"77" 0.23 0.45959749294132 0.752632598469675 0.225190363494802 0.4
"78" 0.75 0.495324994247915 0.468850163956297 0.675645355365245 0.8
"79" 0.08 0.336448578653145 0.499516835471157 0.675645355365245 0.6
"80" 0.45 0.466477552126774 0.269050708783503 0.770615394116865 0.8
"81" 0.26 0.492276494416509 0.677844447517481 0.341052551797898 0.6
"82" 0.7 0.930362539801946 0.592489511651527 0.248853286354246 0.4
"83" 0.53 0.409677098968734 0.062209220892965 0.576415173199231 0.8
"84" 0 0.495324994247915 0.377627898502022 0.341052551797898 0.4
"85" 0.41 0.441536963153029 0.306277345408225 0.73311513708759 0.8
"86" 0.02 0.476461054975802 0.175247076238259 0.47252462322072 0.6
"87" 0.04 0.489191042172542 0.28201982176719 0.295433158327644 0.4
"88" 0.54 0.498337416311069 0.579718470188795 0.493696671842371 0.6
"89" 0.28 0.489191042172542 0.596619745031466 0.248853286354246 0.4
"90" 0.39 0.312752719267195 0.062209220892965 0.879446949862348 0.8
"91" 0 0.441536963153029 0.411461564394106 0.675645355365245 0.6
"92" 0.57 0.482905619284322 0.255448710955897 0.879446949862348 0.6
"93" 0.26 0.53195278189116 0.377627898502022 0.225190363494802 0.6
"94" 0.5 0.722429818235929 0.648811637232173 0.102923776007589 0.4
"95" 0 0.476461054975802 0.475259311830122 0.556023672194513 0.6
"96" 0.45 0.45959749294132 0.135352613953408 0.897076223992411 1
"97" 0.05 0.50131460455958 0.0887803317042587 0.576415173199231 0.4
"98" 0.31 0.445253039274437 0.620193131754898 0.363514289874458 0.6
"99" 0.59 0.90133948767489 0.481524421646484 0.201271620296605 0.4
"100" 0.49 0.476461054975802 0.634869449424565 0.385750278019976 0.6
"101" 0.43 0.437765832052824 0.510897421911793 0.770615394116865 0.6
"102" 0.23 0.469849080800362 0.686886937081569 0.272265803215204 0.6
"103" 0.2 0.53195278189116 0.73820943464625 0.201271620296605 0.4
"104" 0.23 0.482905619284322 0.752632598469675 0.576415173199231 0.4
"105" 0.27 0.492276494416509 0.677844447517481 0.341052551797898 0.6
"106" 0.49 0.792535027053598 0.730708022786019 0.225190363494802 0.4
"107" 0.02 0.456086448400453 0.403380254968534 0.843761302077505 0.8
"108" 0.53 0.515699600823265 0.64192769108176 0.295433158327644 0.6
"109" 0.53 0.542238896260051 0.062209220892965 0.807490617679945 0.8
"110" 0.21 0.336448578653145 0.787801767054709 0.272265803215204 0.4
"111" 0.25 0.581837225479747 0.434388366396273 0.341052551797898 0.4
"112" 0 0.619840105340103 0.0328362206276554 0.576415173199231 0
"113" 0.09 0.495324994247915 0.725592546161744 0.341052551797898 0.4
"114" 0.08 0.47317653594021 0.481524421646484 0.451148010575325 0.6
"115" 0.06 0.479703731865582 0.411461564394106 0.576415173199231 0.4
"116" 0.45 0.452526296751595 0.448688201018828 0.248853286354246 0.4
"117" 0.25 0.469849080800362 0.566334188619046 0.47252462322072 0.4
"118" 0 0.789690900331106 0.35903530004507 0.341052551797898 0
"119" 0.4 0.363267749537015 0.062209220892965 0.789129830170016 0.2
"120" 0.09 0.378099907432564 0.386478980125864 0.656152170259525 0.4
"121" 0.24 0.469849080800362 0.735731323627004 0.248853286354246 0.4
"122" 0.07 0.463060766684735 0.255448710955897 0.295433158327644 0.6
"123" 0.33 0.463060766684735 0.754965546427054 0.248853286354246 0.4
"124" 0.01 0.47317653594021 0.241148876333341 0.341052551797898 0.4
"125" 0.22 0.463060766684735 0.306277345408225 0.636485710125542 0.6
"126" 0.5 0.556928357696583 0.135352613953408 0.694968292138976 0.4
"127" 0.31 0.507166510408336 0.579718470188795 0.225190363494802 0.4
"128" 0.34 0.498337416311069 0.210140764905602 0.514668034519193 0.8
"129" 0.38 0.529314968716041 0.226075710690587 0.248853286354246 0.4
"130" 0.28 0 0.704136911974725 0.73311513708759 0.8
"131" 0.44 0.452526296751595 0.596619745031466 0.272265803215204 0.4
"132" 0 0.489191042172542 0.113037855345294 0.576415173199231 0.4
"133" 0.34 0.523955893018287 0.668498801893054 0.407765008882722 0.4
"134" 0.79 0.586115421874081 0.631272165268331 0.966221295063092 0.4
"135" 0.27 0.387528640661029 0.349252343501141 0.636485710125542 0.4
"136" 0.36 0.486067730674623 0.156012853438209 0.576415173199231 0.6
"137" 0 0.426105166126283 0.532353056098812 0.535442480085187 0.6
"138" 0.12 0.586115421874081 0.419315200753519 0.656152170259525 0.8
"139" 0.22 0.482905619284322 0.717738909802331 0.363514289874458 0.4
"140" 0.29 0.476461054975802 0.588297167175416 0.272265803215204 0.6
"141" 0.35 0.466477552126774 0.349252343501141 0.636485710125542 0.8
"142" 0.52 0.570816166737066 0.426953641691966 0.272265803215204 0.4
"143" 0.08 0.452526296751595 0.306277345408225 0.616642866829091 0.6
"144" 0.04 0.469849080800362 0.668498801893054 0.272265803215204 0.4
"145" 0.39 0.426105166126283 0.377627898502022 0.429562842318966 0.4
"146" 0.39 0.539706072442362 0.339113566035881 0.636485710125542 0.6
"147" 0 0.466477552126774 0.542491833564073 0.201271620296605 0.4
"148" 0.2 0.47317653594021 0.532353056098812 0.47252462322072 0.6
"149" 0.08 0.510042774836001 0.339113566035881 0.47252462322072 0.6
"150" 0.63 0.452526296751595 0.175247076238259 0.429562842318966 0.4
"151" 0.01 0.463060766684735 0.317657931848862 0.272265803215204 0.6
"152" 0.52 0.566270569274494 0.062209220892965 0.656152170259525 0.6
"153" 0.47 0.50131460455958 0.616400071148191 0.177091464893076 0.4
"154" 0.1 0.352876645810694 0.32859210401634 0.807490617679945 0.4
"155" 0.52 0.482905619284322 0.537468532723087 0.596620447849961 0.4
"156" 0.47 0.433937990092748 0.306277345408225 0.596620447849961 0.8
"157" 0.15 0.426105166126283 0.339113566035881 0.931918868453187 0.6
"158" 0.02 0.486067730674623 0.665312645453296 0.318360432901924 0.6
"159" 0 0.668714817321856 0.0887803317042587 0.385750278019976 0.4
"160" 0.44 0.452526296751595 0.596619745031466 0.272265803215204 0.4
"161" 0.09 0.418023639948066 0.0328362206276554 0.493696671842371 0.4
"162" 0 0.521233442537824 0.552274790108002 0.225190363494802 0.6
"163" 0.66 0.592400844762301 0 0.770615394116865 0.6
"164" 0.4 0.401047571085905 0.062209220892965 0.636485710125542 0.8
"165" 0.04 0.489191042172542 0.28201982176719 0.295433158327644 0.4
"166" 0.04 0.35812521719003 0.135352613953408 0.675645355365245 0.4
"167" 0.49 0.476461054975802 0.757279133597313 0.201271620296605 0.4
"168" 0.17 0.45959749294132 0.226075710690587 0.201271620296605 0.6
"169" 0.4 0.45959749294132 0.32859210401634 0.429562842318966 0.6
"170" 0.55 0.617975286058376 0.521831594079272 0.385750278019976 0.4
"171" 0.54 0.526649533958401 0.455572147169241 0.363514289874458 0.8
"172" 0.01 0.47317653594021 0.658828965924431 0.341052551797898 0.4
"173" 0.47 0.476461054975802 0.306277345408225 0.576415173199231 0.8
"174" 0.45 0.452526296751595 0.448688201018828 0.248853286354246 0.4
"175" 0.57 0.448915644816196 0.062209220892965 0.295433158327644 0.4
"176" 0.18 0.507166510408336 0.686886937081569 0.248853286354246 0.4
"177" 0.15 0.456086448400453 0.241148876333341 0.248853286354246 0.4
"178" 0.17 0.47317653594021 0.135352613953408 0.47252462322072 0.4
"179" 0.37 0.466477552126774 0.135352613953408 0.201271620296605 0.4
"180" 0.22 0.476461054975802 0.542491833564073 0.272265803215204 0.6
"181" 0.24 0.433937990092748 0.493647447018637 0.47252462322072 0.4
"182" 0.33 0.526649533958401 0.671648955794631 0.385750278019976 0.4
"183" 0.5 0.452526296751595 0.193239490062932 0.879446949862348 1
"184" 0.49 0.47317653594021 0.241148876333341 0.714123928659519 0.8
"185" 0.33 0.422096473932327 0.339113566035881 0.73311513708759 0.8
"186" 0 0.504257373675664 0.0887803317042587 0.931918868453187 0.8
"187" 0.24 0.456086448400453 0.395057677112484 0.931918868453187 0.6
"188" 0.35 0.507166510408336 0.441629959361633 0.201271620296605 0.4
"189" 0.26 0.482905619284322 0.779416604025196 0.363514289874458 0.4
"190" 0.42 0.466477552126774 0.241148876333341 0.751944716250348 0.8
"191" 0.58 0.382857928084864 0.241148876333341 0.493696671842371 0.8
"192" 0.16 0.498337416311069 0.411461564394106 0.272265803215204 0.8
"193" 0.45 0.456086448400453 0.557040472892137 0.789129830170016 0.6
"194" 0.37 0.437765832052824 0.062209220892965 0.616642866829091 0.8
"195" 0.07 0.510042774836001 0.226075710690587 0.636485710125542 0.8
"196" 0.08 0.50131460455958 0.35903530004507 0.152644120044473 0.2
"197" 0.1 0.512886901558492 0.0887803317042587 0.2838798046732 0.4
"198" 0.44 0.482905619284322 0.487651825530672 0.318360432901924 0.6
"199" 0 0.463060766684735 0.403380254968534 0.363514289874458 0.6
"200" 0.06 0.463060766684735 0.441629959361633 0.341052551797898 0.6
"201" 0.37 0.515699600823265 0.29441233546774 0.493696671842371 0.4
"202" 0 0.422096473932327 0.226075710690587 0.825700285883968 0.6
"203" 0.26 0.510042774836001 0.811542542347576 0.318360432901924 0.4
"204" 0.65 0.482905619284322 0 0.596620447849961 0.4
"205" 0.21 0.45959749294132 0.709657600376759 0.272265803215204 0.4
"206" 0 0.507166510408336 0.386478980125864 0.429562842318966 0.4
"207" 0.48 0.512886901558492 0.269050708783503 0.493696671842371 0.4
"208" 0.24 0.479703731865582 0.662089654019229 0.272265803215204 0.6
"209" 0.24 0.47317653594021 0.395057677112484 0.248853286354246 0.4
"210" 0.06 0.482905619284322 0.395057677112484 0.295433158327644 0.4
"211" 0.14 0.476461054975802 0.29441233546774 0.47252462322072 0.4
"212" 0.23 0.476461054975802 0.715071084142203 0.248853286354246 0.4
"213" 0.48 0.521233442537824 0.113037855345294 0.861676073620345 0.8
"214" 0.1 0.463060766684735 0.36848656630119 0.429562842318966 0.6
"215" 0.21 0.53195278189116 0.584040814972237 0.295433158327644 0.4
"216" 0.15 0.479703731865582 0.462290198846435 0.295433158327644 0.6
"217" 0.49 0.526649533958401 0.29441233546774 0.616642866829091 0.4
"218" 0 0.592400844762301 0.395057677112484 0.656152170259525 0.6
"219" 0.29 0.57305888339012 0.35903530004507 0.177091464893076 0.4
"220" 0.09 0.430051705544084 0.426953641691966 0.152644120044473 0.6
"221" 0.52 0.463060766684735 0.317657931848862 0.861676073620345 0.8
"222" 0.01 0.47317653594021 0.241148876333341 0.341052551797898 0.4
"223" 0.24 0.492276494416509 0.570867388564954 0.385750278019976 0.6
"224" 0.13 0.529314968716041 0.575328054191728 0.177091464893076 0.6
"225" 0.16 0.430051705544084 0.193239490062932 0.493696671842371 0.8
"226" 0.09 0.430051705544084 0.426953641691966 0.152644120044473 0.6
"227" 0.02 0.433937990092748 0.317657931848862 0.272265803215204 0.6
"228" 0.21 0.486067730674623 0.377627898502022 0.341052551797898 0.4
"229" 0.19 0.469849080800362 0.475259311830122 0.318360432901924 0.4
"230" 0.31 0.479703731865582 0.516418110313828 0.272265803215204 0.6
"231" 0.44 0.293410757895015 0.462290198846435 0.556023672194513 0.8
"232" 0 0.486067730674623 0.113037855345294 0.576415173199231 0.4
"233" 0.53 0.53195278189116 0.241148876333341 0.73311513708759 0.8
"234" 0 0.433937990092748 0.175247076238259 0.949136559994909 0.4
"235" 0.19 0.674775739216416 0.81343262181783 0.201271620296605 0.4
"236" 0.68 0.498337416311069 0.468850163956297 0.385750278019976 0.6
"237" 0.36 0.463060766684735 0.665312645453296 0.493696671842371 0.4
"238" 0.65 0.521233442537824 0.493647447018637 0.514668034519193 0.4
"239" 0.25 0.495324994247915 0.349252343501141 0.407765008882722 0.4
"240" 0.59 0.504257373675664 0.50526519693935 0.596620447849961 0.6
"241" 0.12 0.53195278189116 0.339113566035881 0.248853286354246 0.4
"242" 0.22 0.482905619284322 0.717738909802331 0.363514289874458 0.4
"243" 0.3 0.479703731865582 0.403380254968534 0.493696671842371 0.4
"244" 0.43 0.422096473932327 0.241148876333341 0.636485710125542 0.8
"245" 0.36 0.466477552126774 0.499516835471157 0.248853286354246 0.4
"246" 0.33 0.507166510408336 0.426953641691966 0.535442480085187 0.6
"247" 0.28 0.529314968716041 0.600689680875965 0.429562842318966 0.6
"248" 0.24 0.518481559590025 0.475259311830122 0.385750278019976 0.6
"249" 0.45 0.482905619284322 0.135352613953408 0.675645355365245 0.6
"250" 0.21 0.463060766684735 0.135352613953408 0.272265803215204 0.4
"251" 0.41 0.492276494416509 0.566334188619046 0.272265803215204 0.4
"252" 0.32 0.437765832052824 0 0.931918868453187 0.8
"253" 0.49 0.512886901558492 0.306277345408225 0.807490617679945 0.8
"254" 0.27 0.441536963153029 0.81343262181783 0.656152170259525 0.6
"255" 0.13 0.544746765742788 0.419315200753519 0.636485710125542 0.6
"256" 0.06 0.448915644816196 0.113037855345294 0.341052551797898 0.4
"257" 0.12 0.492276494416509 0.349252343501141 0.47252462322072 0.6
"258" 0.49 0.495324994247915 0.623935277257087 0.318360432901924 0.4
"259" 0.5 0.549689575291391 0.135352613953408 0.714123928659519 0.8
"260" 0.09 0.486067730674623 0.32859210401634 0.789129830170016 0.4
"261" 0.2 0.401047571085905 0.28201982176719 0.73311513708759 0.4
"262" 0.27 0.489191042172542 0.805794180879382 0.248853286354246 0.4
"263" 0.3 0.409677098968734 0.570867388564954 0.429562842318966 0.6
"264" 0.18 0.476461054975802 0.561726056364122 0.341052551797898 0.4
"265" 0.49 0.575282012748065 0.735731323627004 0.225190363494802 0.4
"266" 0.26 0.758275548385094 0.668498801893054 0.225190363494802 0.4
"267" 0.13 0.469849080800362 0.255448710955897 0.407765008882722 0.4
"268" 0.15 0.556928357696583 0.655529688909366 0.272265803215204 0.4
"269" 0.45 0.452526296751595 0.448688201018828 0.248853286354246 0.4
"270" 0.55 0.486067730674623 0.193239490062932 0.248853286354246 0.4
"271" 0.33 0.413884578125919 0.616400071148191 0.429562842318966 0.6
"272" 0.25 0.45959749294132 0.575328054191728 0.493696671842371 0.6
"273" 0.42 0.452526296751595 0.772957960251727 0.493696671842371 0.4
"274" 0.46 0.363267749537015 0.135352613953408 0.429562842318966 0.6
"275" 0.51 0.549689575291391 0.29441233546774 0.407765008882722 0.6
"276" 0.01 0.4053989025744 0.226075710690587 0.931918868453187 0.6
"277" 0.29 0.448915644816196 0.441629959361633 0.616642866829091 0.4
"278" 0.22 0.523955893018287 0.395057677112484 0.596620447849961 0.4
"279" 0.48 0.445253039274437 0.566334188619046 0.451148010575325 0.6
"280" 0.04 0.441536963153029 0.339113566035881 0.341052551797898 0.4
"281" 0.51 0.906211343440879 0.570867388564954 0.152644120044473 0.4
"282" 0.25 0.452526296751595 0.552274790108002 0.514668034519193 0.4
"283" 0.1 0.498337416311069 0.706910921469318 0.429562842318966 0.4
"284" 0.54 0.552125447405955 0.241148876333341 0.272265803215204 0.4
"285" 0.49 0.448915644816196 0.50526519693935 0.295433158327644 0.2
"286" 0.01 0.469849080800362 0.441629959361633 0.556023672194513 0.6
"287" 0.52 0.452526296751595 0.062209220892965 0.429562842318966 0.8
"288" 0.58 0.680695696581011 0.193239490062932 0.656152170259525 0.6
"289" 0.03 0.50131460455958 0.547426221741566 0.451148010575325 0.4
"290" 0.07 0.401047571085905 0.493647447018637 0.535442480085187 0.6
"291" 0.06 0.409677098968734 0.226075710690587 0.556023672194513 0.8
"292" 1 1 0.600689680875965 0.248853286354246 0.2
"293" 0.49 0.716144395347709 0.193239490062932 0 0
"294" 0.02 0.422096473932327 0.575328054191728 0.363514289874458 0.4
"295" 0.22 0.426105166126283 0.462290198846435 0.248853286354246 0.4
"296" 0.24 0.865763547369187 0.575328054191728 0.272265803215204 0.4
"297" 0.02 0.495324994247915 0.377627898502022 0.493696671842371 0.6
"298" 0.01 0.426105166126283 0.468850163956297 0.751944716250348 0.6
"299" 0.07 0.510042774836001 0.475259311830122 0.47252462322072 0.6
"300" 0.03 0.4053989025744 0.499516835471157 0.843761302077505 0.8
"301" 0.44 0.441536963153029 0.377627898502022 0.861676073620345 0.6
"302" 0.24 0.559296250990212 0.709657600376759 0.225190363494802 0.4
"303" 0.01 0.463060766684735 0.434388366396273 0.341052551797898 0.4
"304" 0.15 0.563966963566376 0.616400071148191 0.429562842318966 0.6
"305" 0.02 0.495324994247915 0.377627898502022 0.493696671842371 0.6
"306" 0.21 0.47317653594021 0.783640709897414 0.363514289874458 0.4
"307" 0.44 0.549689575291391 0.210140764905602 0.596620447849961 0.8
"308" 0.42 0.426105166126283 0.241148876333341 0.47252462322072 0.6
"309" 0.37 0.50131460455958 0.604701054457038 0.363514289874458 0.4
"310" 0.12 0.492276494416509 0.349252343501141 0.429562842318966 0.8
"311" 0.37 0.35812521719003 0.728162017383026 0.914566134814359 0.6
"312" 0.29 0.654525879859186 0.475259311830122 0.272265803215204 0.6
"313" 0.33 0.469849080800362 0.493647447018637 0.596620447849961 0.6
"314" 0.5 0.590322901031266 0.210140764905602 0.429562842318966 0.4
"315" 0.21 0.479703731865582 0.570867388564954 0.225190363494802 0.6
"316" 0.12 0.512886901558492 0.575328054191728 0.295433158327644 0.4
"317" 0.44 0.73336668060193 0.113037855345294 0.272265803215204 0.6
"318" 0.39 0.476461054975802 0.468850163956297 0.879446949862348 0.8
"319" 0.08 0.452526296751595 0.306277345408225 0.616642866829091 0.6
"320" 0.04 0.518481559590025 0.32859210401634 0.385750278019976 0.4
"321" 0.49 0.507166510408336 0.468850163956297 0.177091464893076 0.4
"322" 0.42 0.486067730674623 0.521831594079272 0.675645355365245 0.6
"323" 0.25 0.466477552126774 0.715071084142203 0.318360432901924 0.4
"324" 0.09 0.510042774836001 0.32859210401634 0.714123928659519 0.6
"325" 0.19 0.466477552126774 0.441629959361633 0.914566134814359 0.6
"326" 0 0.409677098968734 0.135352613953408 0.385750278019976 0.2
"327" 0.02 0.495324994247915 0.0887803317042587 0.596620447849961 0
"328" 0.06 0.492276494416509 0.35903530004507 0.295433158327644 0.4
"329" 0.13 0.469849080800362 0.419315200753519 0.341052551797898 0.4
"330" 0.23 0.4053989025744 0.175247076238259 0.656152170259525 0.4
"331" 0.32 0.448915644816196 0.604701054457038 0.949136559994909 0.6
"332" 0.48 0.422096473932327 0.317657931848862 0.225190363494802 0.6
"333" 0.1 0.512886901558492 0.135352613953408 0.272265803215204 0.4
"334" 0.25 0.486067730674623 0.426953641691966 0.596620447849961 0.4
"335" 0.2 0.34751757011294 0.561726056364122 0.576415173199231 0.4
"336" 0.24 0.448915644816196 0.419315200753519 0.248853286354246 0.4
"337" 0.52 0.610376312998095 0.475259311830122 0.694968292138976 0.6
"338" 0.26 0.482905619284322 0.779416604025196 0.363514289874458 0.4
"339" 0.26 0.512886901558492 0.665312645453296 0.318360432901924 0.4
"340" 0.53 0.448915644816196 0.193239490062932 0.596620447849961 1
"341" 0.03 0.495324994247915 0.411461564394106 0.385750278019976 0.6
"342" 0 0.330728187502989 0.662089654019229 0.949136559994909 0.8
"343" 0.2 0.486067730674623 0.743100536486568 0.272265803215204 0.4
"344" 0.36 0.466477552126774 0.499516835471157 0.248853286354246 0.4
"345" 0.22 0.539706072442362 0.339113566035881 0.429562842318966 0.6
"346" 0.36 0.452526296751595 0.709657600376759 0.493696671842371 0.4
"347" 0.54 0.526649533958401 0.706910921469318 0.272265803215204 0.4
"348" 0.23 0.433937990092748 0.113037855345294 0.201271620296605 0.4
"349" 0.66 0.58822785469039 0.156012853438209 0.694968292138976 0.8
"350" 0.37 0.396620560484773 0.419315200753519 0.225190363494802 0.2
"351" 0.11 0.466477552126774 0.50526519693935 0.272265803215204 0.4
"352" 0.09 0.441536963153029 0.35903530004507 0.616642866829091 0.2
"353" 0.13 0.469849080800362 0.419315200753519 0.341052551797898 0.4
"354" 0.31 0.512886901558492 0.570867388564954 0.429562842318966 0.6
"355" 0.51 0.479703731865582 0.349252343501141 0.341052551797898 0.6
"356" 0.52 0.507166510408336 0.516418110313828 0.616642866829091 0.6
"357" 0.64 0.4053989025744 0.521831594079272 0.636485710125542 0.6
"358" 0.3 0.4053989025744 0.434388366396273 0.556023672194513 0.6
"359" 0.26 0.893218290851618 0.516418110313828 0.248853286354246 0.4
"360" 0 0.529314968716041 0.135352613953408 0.694968292138976 0.2
"361" 0.31 0.568553514563503 0.434388366396273 0.576415173199231 0.4
"362" 0.53 0.542238896260051 0.062209220892965 0.807490617679945 0.8
